name,original_sic,kovrr_sic,address,country_code,industry,domain,revenue,num_of_employee,source
gold standard ventures corp.,14,14,"vancouver, british columbia, canada",CA,NA,goldstandardv.com,NA,-1,more missing 190626
boundary equipment co. ltd.,14,14,"edmonton, alberta, canada",CA,NA,boundaryequipment.com,NA,-1,more missing 190626
mansour mining technologies inc.,14,14,"sudbury, ontario, canada",CA,NA,mansourmining.com,NA,-1,more missing 190626
dundee sustainable technologies inc.,14,14,"montr©al, quebec, canada",CA,NA,dundeetechnologies.com,NA,-1,more missing 190626
auryn resources inc.,14,14,"vancouver, british columbia, canada",CA,NA,aurynresources.com,NA,-1,more missing 190626
golden predator mining corp.,14,14,"vancouver, british columbia, canada",CA,NA,goldenpredator.com,NA,-1,more missing 190626
fortune minerals limited,14,14,"london, ontario, canada",CA,NA,fortuneminerals.com,NA,-1,more missing 190626
porcupine engineering services inc,14,14,"timmins, ontario, canada",CA,NA,pes-inc.ca,NA,-1,more missing 190626
o.c.p. construction supplies inc.,14,14,"sudbury, ontario, canada",CA,NA,ocp.ca,NA,-1,more missing 190626
silvercrest mines inc.,14,14,"vancouver, british columbia, canada",CA,NA,silvercrestmetals.com,NA,-1,more missing 190626
centre for excellence in mining innovation (cemi),14,14,"sudbury, ontario, canada",CA,NA,miningexcellence.ca,NA,-1,more missing 190626
autec - innovative extractive solutions,14,14,"vancouver, british columbia, canada",CA,NA,autec.ca,NA,-1,more missing 190626
penticton foundry,14,14,"penticton, british columbia, canada",CA,NA,pentictonfoundry.com,NA,-1,more missing 190626
novo resources corp,14,14,"vancouver, british columbia, canada",CA,NA,novoresources.com,NA,-1,more missing 190626
monarques gold corporation.,14,14,"montr©al, quebec, canada",CA,NA,monarquesgold.com,NA,-1,more missing 190626
ame - association for mineral exploration,14,14,"vancouver, british columbia, canada",CA,NA,amebc.ca,NA,-1,more missing 190626
arizona mining inc.,14,14,"vancouver, british columbia, canada",CA,NA,arizonamining.com,NA,-1,more missing 190626
macgregors industrial group,14,14,"new glasgow, nova scotia, canada",CA,NA,macgregors.ca,NA,-1,more missing 190626
milman industries inc.,14,14,"sudbury, ontario, canada",CA,NA,milman.ca,NA,-1,more missing 190626
canadian brass & copper co.,14,14,"concord, ontario, canada",CA,NA,canadianbrass.ca,NA,-1,more missing 190626
starcore international mines ltd,14,14,"vancouver, british columbia, canada",CA,NA,starcore.com,NA,-1,more missing 190626
fjordtech,14,14,"la baie, quebec, canada",CA,NA,fjordtech.qc.ca,NA,-1,more missing 190626
g. l. tiley and associates ltd.,14,14,"dundas, ontario, canada",CA,NA,tiley.on.ca,NA,-1,more missing 190626
unifab industries ltd,14,14,"grand forks, british columbia, canada",CA,NA,unifab.ca,NA,-1,more missing 190626
premier recycling ltd.,14,14,"timmins, ontario, canada",CA,NA,premierrecycling.ca,NA,-1,more missing 190626
kaminak gold corporation,14,14,"vancouver, british columbia, canada",CA,NA,kaminak.com,NA,-1,more missing 190626
novopro projects inc.,14,14,"montr©al, quebec, canada",CA,NA,novopro.ca,NA,-1,more missing 190626
moose mountain technical services,14,14,"cranbrook, british columbia, canada",CA,NA,moosemmc.com,NA,-1,more missing 190626
arianne phosphate inc tsx.v: dan,14,14,"chicoutimi, quebec, canada",CA,NA,arianne-inc.com,NA,-1,more missing 190626
north rim exploration ltd.,14,14,"saskatoon, saskatchewan, canada",CA,NA,northrim.ca,NA,-1,more missing 190626
sandstorm gold,14,14,"vancouver, british columbia, canada",CA,NA,sandstormgold.com,NA,-1,more missing 190626
centric mining systems,14,14,"sudbury, ontario, canada",CA,NA,centricminingsystems.com,NA,-1,more missing 190626
baja mining,14,14,"vancouver, british columbia, canada",CA,NA,bajamining.com,NA,-1,more missing 190626
marcotte mining machinery services inc.,14,14,"sudbury, ontario, canada",CA,NA,marcottemining.com,NA,-1,more missing 190626
cassidy gold corp,14,14,"kamloops, british columbia, canada",CA,NA,cassidygold.com,NA,-1,more missing 190626
integra gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,integragold.com,NA,-1,more missing 190626
coast mountain geological group ltd.,14,14,"vancouver, british columbia, canada",CA,NA,coastmountaingeo.com,NA,-1,more missing 190626
limpact international limited,14,14,"cobourg, ontario, canada",CA,NA,limpact.com,NA,-1,more missing 190626
balmoral resources,14,14,"vancouver, british columbia, canada",CA,NA,balmoralresources.com,NA,-1,more missing 190626
lucara diamond corporation,14,14,"vancouver, british columbia, canada",CA,NA,lucaradiamond.com,NA,-1,more missing 190626
angkor gold corp. (tsxv: ank),14,14,"sexsmith, alberta, canada",CA,NA,angkorgold.ca,NA,-1,more missing 190626
eriez flotation division (efd),14,14,"delta, british columbia, canada",CA,NA,eriezflotation.com,NA,-1,more missing 190626
rye patch gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,ryepatchgold.com,NA,-1,more missing 190626
questron technologies corp,14,14,"mississauga, ontario, canada",CA,NA,qtechcorp.com,NA,-1,more missing 190626
mpi mobile parts inc.,14,14,"vancouver, british columbia, canada",CA,NA,mobileparts.com,NA,-1,more missing 190626
terralogic exploration inc.,14,14,"cranbrook, british columbia, canada",CA,NA,terralogicexploration.com,NA,-1,more missing 190626
gem systems inc.,14,14,"markham, ontario, canada",CA,NA,gemsys.ca,NA,-1,more missing 190626
ramsden industries limited,14,14,"london, ontario, canada",CA,NA,ramsdenindustries.com,NA,-1,more missing 190626
inca one gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,incaone.com,NA,-1,more missing 190626
afm industries,14,14,"oshawa, ontario, canada",CA,NA,afmindustries.com,NA,-1,more missing 190626
golden arrow resources corporation,14,14,"vancouver, british columbia, canada",CA,NA,goldenarrowresources.com,NA,-1,more missing 190626
kimco steel sales ltd,14,14,"kingston, ontario, canada",CA,NA,kimcosteel.com,NA,-1,more missing 190626
aurcana corporation,14,14,"vancouver, british columbia, canada",CA,NA,aurcana.com,NA,-1,more missing 190626
skeena resources limited,14,14,"vancouver, british columbia, canada",CA,NA,skeenaresources.com,NA,-1,more missing 190626
accurassay laboratories ltd.,14,14,"london, ontario, canada",CA,NA,accurassay.com,NA,-1,more missing 190626
mbi drilling products,14,14,"becancour, quebec, canada",CA,NA,mbidrillingproducts.com,NA,-1,more missing 190626
northern strands co. ltd.,14,14,"saskatoon, saskatchewan, canada",CA,NA,northernstrands.com,NA,-1,more missing 190626
tracks and wheels equipment brokers inc,14,14,"sudbury, ontario, canada",CA,NA,tracksandwheels.com,NA,-1,more missing 190626
westpro machinery inc.,14,14,"vernon, british columbia, canada",CA,NA,westpromachinery.com,NA,-1,more missing 190626
gogold resources inc.,14,14,"halifax, nova scotia, canada",CA,NA,gogoldresources.com,NA,-1,more missing 190626
gamma foundries inc,14,14,"richmond hill, ontario, canada",CA,NA,gammafoundries.com,NA,-1,more missing 190626
wallbridge mining company limited,14,14,"lively, ontario, canada",CA,NA,wallbridgemining.com,NA,-1,more missing 190626
fonderie saguenay,14,14,"chicoutimi, quebec, canada",CA,NA,foundry-sag.com,NA,-1,more missing 190626
rolark stainless steel inc.,14,14,"concord, ontario, canada",CA,NA,rolark.com,NA,-1,more missing 190626
icefield tools corporation,14,14,"whitehorse, yukon, canada",CA,NA,icefieldtools.com,NA,-1,more missing 190626
idm mining ltd.,14,14,"vancouver, british columbia, canada",CA,NA,idmmining.com,NA,-1,more missing 190626
unicast inc. | wear part solutions for the cement and mining industries,14,14,"kelowna, british columbia, canada",CA,NA,unicast.ca,NA,-1,more missing 190626
dunrite rubber & plastic,14,14,"lively, ontario, canada",CA,NA,dunriterubber.com,NA,-1,more missing 190626
romarco minerals inc.,14,14,"fort mill, south carolina, united states",CA,NA,romarco.com,NA,-1,more missing 190626
falco resources ltd.,14,14,"montr©al, quebec, canada",CA,NA,falcores.com,NA,-1,more missing 190626
uex corporation,14,14,"vancouver, british columbia, canada",CA,NA,uex-corporation.com,NA,-1,more missing 190626
crone geophysics & exploration ltd.,14,14,"mississauga, ontario, canada",CA,NA,cronegeophysics.com,NA,-1,more missing 190626
blutip power technologies,14,14,"mississauga, ontario, canada",CA,NA,blutipower.com,NA,-1,more missing 190626
lethbridge iron works,14,14,"lethbridge, alberta, canada",CA,NA,lethiron.com,NA,-1,more missing 190626
millrock resources inc.,14,14,"vancouver, british columbia, canada",CA,NA,millrockresources.com,NA,-1,more missing 190626
cintube ltee,14,14,"lachine, quebec, canada",CA,NA,cintube.com,NA,-1,more missing 190626
victoria gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,vitgoldcorp.com,NA,-1,more missing 190626
team drilling limited partnership,14,14,"saskatoon, saskatchewan, canada",CA,NA,teamdrilling.com,NA,-1,more missing 190626
pelangio exploration inc.,14,14,"milton, ontario, canada",CA,NA,pelangio.com,NA,-1,more missing 190626
jannatec technologies,14,14,"sudbury, ontario, canada",CA,NA,jannatec.com,NA,-1,more missing 190626
c. l. malach company (1997) ltd.,14,14,"winnipeg, manitoba, canada",CA,NA,malach.biz,NA,-1,more missing 190626
the walden group (of companies),14,14,"sudbury, ontario, canada",CA,NA,waldengroup.ca,NA,-1,more missing 190626
athabasca minerals inc.,14,14,"edmonton, alberta, canada",CA,NA,athabascaminerals.com,NA,-1,more missing 190626
wabash mfg. inc.,14,14,"westlock, alberta, canada",CA,NA,wabash.ca,NA,-1,more missing 190626
industrial machine & mfg. inc.,14,14,"saskatoon, saskatchewan, canada",CA,NA,indmac.ca,NA,-1,more missing 190626
canada forgings inc,14,14,"welland, ontario, canada",CA,NA,canforge.com,NA,-1,more missing 190626
sunward resources limited,14,14,"vancouver, british columbia, canada",CA,NA,sunwardresources.com,NA,-1,more missing 190626
peter lucas project management inc.,14,14,"saskatoon, saskatchewan, canada",CA,NA,peterlucas.ca,NA,-1,more missing 190626
multotec canada ltd.,14,14,"edmonton, alberta, canada",CA,NA,multotec.ca,NA,-1,more missing 190626
medgold resources corp.,14,14,"vancouver, british columbia, canada",CA,NA,medgoldresources.com,NA,-1,more missing 190626
ms analytical,14,14,"langley, british columbia, canada",CA,NA,metsolveanalytical.com,NA,-1,more missing 190626
bumigeme inc.,14,14,"montr©al, quebec, canada",CA,NA,bumigeme.com,NA,-1,more missing 190626
prophecy coal corporation,14,14,"vancouver, british columbia, canada",CA,NA,prophecydev.com,NA,-1,more missing 190626
king & bay west management corp,14,14,"vancouver, british columbia, canada",CA,NA,kingandbay.com,NA,-1,more missing 190626
dusolo fertilizers inc,14,14,"vancouver, british columbia, canada",CA,NA,dusolo.com,NA,-1,more missing 190626
channel industrial group inc.,14,14,"bradford west gwillimbury, ontario, canada",CA,NA,channelgroup.ca,NA,-1,more missing 190626
bacanora minerals,14,14,"calgary, alberta, canada",CA,NA,bacanoraminerals.com,NA,-1,more missing 190626
giyani gold corp.,14,14,"oakville, ontario, canada",CA,NA,giyanigold.com,NA,-1,more missing 190626
hutcheson sand & mixes,14,14,"huntsville, ontario, canada",CA,NA,hutchesonsand.com,NA,-1,more missing 190626
nanaimo foundry & engineering works ltd.,14,14,"chemainus, british columbia, canada",CA,NA,nanaimofoundry.com,NA,-1,more missing 190626
the bucket shop group,14,14,"timmins, ontario, canada",CA,NA,thebucketshop.ca,NA,-1,more missing 190626
groundtruthexploration,14,14,"dawson, georgia, united states",CA,NA,groundtruthexploration.com,NA,-1,more missing 190626
aluqu©bec - grappe industrielle de l'aluminium du qu©bec,14,14,"montr©al, quebec, canada",CA,NA,aluquebec.com,NA,-1,more missing 190626
northland resources,14,14,"vancouver, british columbia, canada",CA,NA,northlandresourcesinc.com,NA,-1,more missing 190626
focus graphite,14,14,"ottawa, ontario, canada",CA,NA,focusgraphite.com,NA,-1,more missing 190626
tinka resources,14,14,"vancouver, british columbia, canada",CA,NA,tinkaresources.com,NA,-1,more missing 190626
town of labrador city,14,14,"labrador city, newfoundland and labrador, canada",CA,NA,labradorwest.com,NA,-1,more missing 190626
alfiniti inc.,14,14,"chicoutimi, quebec, canada",CA,NA,alfiniti.com,NA,-1,more missing 190626
forages technic-eau,14,14,"sherbrooke, quebec, canada",CA,NA,foragestechnic-eau.com,NA,-1,more missing 190626
malaga inc.,14,14,"montr©al, quebec, canada",CA,NA,malaga.ca,NA,-1,more missing 190626
peregrine diamonds limited,14,14,"vancouver, british columbia, canada",CA,NA,pdiam.com,NA,-1,more missing 190626
howatt consulting ltd.,14,14,"saskatoon, saskatchewan, canada",CA,NA,howattconsulting.com,NA,-1,more missing 190626
peck tech consulting ltd.,14,14,"magog, quebec, canada",CA,NA,pecktech.ca,NA,-1,more missing 190626
canadian wear technologies ltd,14,14,"cobourg, ontario, canada",CA,NA,canadianweartech.com,NA,-1,more missing 190626
dynamic installations inc.,14,14,"port coquitlam, british columbia, canada",CA,NA,dynamicinstallations.com,NA,-1,more missing 190626
frontier mining ltd,14,14,"north vancouver, british columbia, canada",CA,NA,frontiermining.com,NA,-1,more missing 190626
fusioncast technology,14,14,"cambridge, ontario, canada",CA,NA,fusioncast.com,NA,-1,more missing 190626
ocean floor geophysics inc.,14,14,"burnaby, british columbia, canada",CA,NA,oceanfloorgeophysics.com,NA,-1,more missing 190626
pasinex resources limited,14,14,"vancouver, british columbia, canada",CA,NA,pasinex.com,NA,-1,more missing 190626
norex drilling,14,14,"timmins, ontario, canada",CA,NA,norexdrilling.com,NA,-1,more missing 190626
first mining finance corp.,14,14,"vancouver, british columbia, canada",CA,NA,firstmininggold.com,NA,-1,more missing 190626
bri-steel manufacturing,14,14,"edmonton, alberta, canada",CA,NA,bri-steel.com,NA,-1,more missing 190626
legend mining inc.,14,14,"lively, ontario, canada",CA,NA,legendmininginc.com,NA,-1,more missing 190626
kreator equipment & services inc.,14,14,"canada, guam, united states",CA,NA,kreator.com,NA,-1,more missing 190626
global stainless steel inc.,14,14,"mississauga, ontario, canada",CA,NA,globalstainlessauctions.com,NA,-1,more missing 190626
pollock cameron investments corp.,14,14,"vancouver, british columbia, canada",CA,NA,canadagold.ca,NA,-1,more missing 190626
sj geophysics ltd.,14,14,"delta, british columbia, canada",CA,NA,sjgeophysics.com,NA,-1,more missing 190626
sotrem-maltech,14,14,"chicoutimi, quebec, canada",CA,NA,sotrem-maltech.com,NA,-1,more missing 190626
"met-chem, a dra group company",14,14,"montr©al, quebec, canada",CA,NA,met-chem.com,NA,-1,more missing 190626
forages rouillier drilling,14,14,"amos, quebec, canada",CA,NA,foragesrouillier.com,NA,-1,more missing 190626
gladiator equipment inc.,14,14,"leduc, alberta, canada",CA,NA,gladiatorequipment.com,NA,-1,more missing 190626
fireweed zinc ltd,14,14,"vancouver, british columbia, canada",CA,NA,fireweedzinc.com,NA,-1,more missing 190626
epc canada,14,14,"kirkland lake, ontario, canada",CA,NA,nordexexplosives.com,NA,-1,more missing 190626
claimblock inc.,14,14,"vancouver, british columbia, canada",CA,NA,claimblock.com,NA,-1,more missing 190626
erdene resource development corp.,14,14,"halifax, nova scotia, canada",CA,NA,erdene.com,NA,-1,more missing 190626
ridalco industries inc.,14,14,"callander, ontario, canada",CA,NA,ridalco.com,NA,-1,more missing 190626
true gold mining inc (3rv),14,14,"vancouver, british columbia, canada",CA,NA,truegoldmining.com,NA,-1,more missing 190626
telson resources inc.,14,14,"vancouver, british columbia, canada",CA,NA,telsonmining.com,NA,-1,more missing 190626
p&e mining consultants,14,14,"brampton, ontario, canada",CA,NA,peconsulting.ca,NA,-1,more missing 190626
greystar resources ltd.,14,14,"vancouver, british columbia, canada",CA,NA,greystarresources.com,NA,-1,more missing 190626
nxgold ltd.,14,14,"vancouver, british columbia, canada",CA,NA,nxgold.ca,NA,-1,more missing 190626
emeco canada,14,14,"edmonton, alberta, canada",CA,NA,emecoequipment.com,NA,-1,more missing 190626
northern superior resources,14,14,"sudbury, ontario, canada",CA,NA,nsuperior.com,NA,-1,more missing 190626
north american nickel,14,14,"north vancouver, british columbia, canada",CA,NA,northamericannickel.com,NA,-1,more missing 190626
les ateliers beau-roc inc.,14,14,"canada, guam, united states",CA,NA,beauroc.com,NA,-1,more missing 190626
dias geophysical,14,14,"saskatoon, saskatchewan, canada",CA,NA,diasgeo.com,NA,-1,more missing 190626
blue coast group,14,14,"parksville, british columbia, canada",CA,NA,bluecoastgroup.ca,NA,-1,more missing 190626
kamoto copper company sarl,14,14,"kolwezi, katanga, democratic republic of the congo",CD,NA,katangamining.com,NA,-1,more missing 190626
robinson international afrique sarl - dr congo - rd congo,14,14,"lubumbashi, haut-katanga, democratic republic of the congo",CD,NA,riafrique.com,NA,-1,more missing 190626
katanga contracting services,14,14,"haut katanga, haut-katanga, democratic republic of the congo",CD,NA,kcsdrc.com,NA,-1,more missing 190626
glencore,14,14,"baar, zug, switzerland",CH,NA,glencore.com,NA,-1,more missing 190626
nyrstar,14,14,"zurich, zurich, switzerland",CH,NA,nyrstar.com,NA,-1,more missing 190626
omya,14,14,"oftringen, aargau, switzerland",CH,NA,omya.com,NA,-1,more missing 190626
duferco,14,14,"lugano, ticino, switzerland",CH,NA,duferco.com,NA,-1,more missing 190626
ferrexpo plc,14,14,"baar, zug, switzerland",CH,NA,ferrexpo.com,NA,-1,more missing 190626
pamp sa,14,14,"paris, Æle-de-france, france",CH,NA,pamp.com,NA,-1,more missing 190626
oskar rºegg ag,14,14,"jona, schwyz, switzerland",CH,NA,oskar-ruegg.com,NA,-1,more missing 190626
tirus international sa,14,14,"lausanne, vaud, switzerland",CH,NA,tirus-international.ch,NA,-1,more missing 190626
commerce de fer fribourgeois sa,14,14,"fribourg, fribourg, switzerland",CH,NA,cdff.ch,NA,-1,more missing 190626
open mineral,14,14,"baar, zug, switzerland",CH,NA,openmineral.com,NA,-1,more missing 190626
global steel dust ltd.,14,14,"lausanne, vaud, switzerland",CH,NA,globalsteeldust.com,NA,-1,more missing 190626
mri trading ag,14,14,"zug, zug, switzerland",CH,NA,mri-group.com,NA,-1,more missing 190626
montanstahl ag,14,14,"stabio, ticino, switzerland",CH,NA,montanstahl.com,NA,-1,more missing 190626
amci group,14,14,"zug, zug, switzerland",CH,NA,amcigroup.com,NA,-1,more missing 190626
transamine trading s.a.,14,14,"geneva, geneva, switzerland",CH,NA,transaminetrading.com,NA,-1,more missing 190626
schmiedewerk stooss ag,14,14,"hedingen, zurich, switzerland",CH,NA,stooss.com,NA,-1,more missing 190626
fatzer ag wire ropes,14,14,"romanshorn, thurgau, switzerland",CH,NA,fatzer.com,NA,-1,more missing 190626
bathco ltd.,14,14,"zurich, zurich, switzerland",CH,NA,bathco.ch,NA,-1,more missing 190626
ringele ag,14,14,"pratteln, basel-landschaft, switzerland",CH,NA,ringele.ch,NA,-1,more missing 190626
r&d carbon ltd.,14,14,"sierre, valais, switzerland",CH,NA,rd-carbon.com,NA,-1,more missing 190626
swiss tower mills minerals ltd,14,14,"baden, aargau, switzerland",CH,NA,stmminerals.com,NA,-1,more missing 190626
manutention africaine cote d'ivoire,14,14,"abidjan, lagunes, c¥te dÄôivoire",CI,NA,manutafci.com,NA,-1,more missing 190626
soci©t© des mines d'ity,14,14,"abidjan, lagunes, c¥te dÄôivoire",CI,NA,lamancharesources.com,NA,-1,more missing 190626
codelco Äì corporacin nacional del cobre de chile,14,14,"santiago, santiago metropolitan, chile",CL,NA,codelco.com,NA,-1,more missing 190626
compa±a minera do±a in©s de collahuasi scm,14,14,"iquique, tarapaca, chile",CL,NA,collahuasi.cl,NA,-1,more missing 190626
minera centinela,14,14,"las condes, santiago metropolitan, chile",CL,NA,mineracentinela.cl,NA,-1,more missing 190626
enaex,14,14,"santiago, santiago metropolitan, chile",CL,NA,enaex.com,NA,-1,more missing 190626
antofagasta minerals,14,14,"las condes, santiago metropolitan, chile",CL,NA,aminerals.cl,NA,-1,more missing 190626
minera los pelambres,14,14,"las condes, santiago metropolitan, chile",CL,NA,pelambres.cl,NA,-1,more missing 190626
kupfer hnos. s.a,14,14,"santiago, santiago metropolitan, chile",CL,NA,kupfer.cl,NA,-1,more missing 190626
komatsu holding s.a. (khsa),14,14,"santiago, santiago metropolitan, chile",CL,NA,komatsu.cl,NA,-1,more missing 190626
angloamerican  sur s.a.  los bronces,14,14,"santiago, santiago metropolitan, chile",CL,NA,anglochile.cl,NA,-1,more missing 190626
molymet,14,14,"san bernardo, santiago metropolitan, chile",CL,NA,molymet.cl,NA,-1,more missing 190626
mas err°zuriz,14,14,"santiago, santiago metropolitan, chile",CL,NA,maserrazuriz.cl,NA,-1,more missing 190626
jri ingeniera sa,14,14,"santiago, santiago metropolitan, chile",CL,NA,jri.cl,NA,-1,more missing 190626
indura s.a,14,14,"santiago, santiago metropolitan, chile",CL,NA,indura.net,NA,-1,more missing 190626
k+s chile s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,ks-chile.com,NA,-1,more missing 190626
constructora el sauce s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,elsauce.cl,NA,-1,more missing 190626
skm chile,14,14,"santiago, santiago metropolitan, chile",CL,NA,globalskm.com,NA,-1,more missing 190626
fam al,14,14,"las condes, santiago metropolitan, chile",CL,NA,fam.de,NA,-1,more missing 190626
scm minera lumina copper chile,14,14,"las condes, santiago metropolitan, chile",CL,NA,caserones.cl,NA,-1,more missing 190626
fastpack s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,fastpack.cl,NA,-1,more missing 190626
gerdau argentina,14,14,"santiago, santiago metropolitan, chile",CL,NA,sipargerdau.com.ar,NA,-1,more missing 190626
minera michilla s. a.,14,14,"mejillones, antofagasta, chile",CL,NA,michilla.cl,NA,-1,more missing 190626
moly-cop,14,14,"santiago, santiago metropolitan, chile",CL,NA,molycop.com,NA,-1,more missing 190626
mantos copper,14,14,"antofagasta, antofagasta, chile",CL,NA,mantoscopper.com,NA,-1,more missing 190626
cap s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,cap.cl,NA,-1,more missing 190626
dessau chile ingeniera s.a,14,14,"santiago, santiago metropolitan, chile",CL,NA,dessau.cl,NA,-1,more missing 190626
protab,14,14,"providencia, santiago metropolitan, chile",CL,NA,protab.com,NA,-1,more missing 190626
empresas santa elvira,14,14,"santiago, santiago metropolitan, chile",CL,NA,tse.cl,NA,-1,more missing 190626
famesa,14,14,"iquique, tarapaca, chile",CL,NA,famesa.com.pe,NA,-1,more missing 190626
minera altos de punitaqui ltda.,14,14,"ovalle, coquimbo, chile",CL,NA,altospunitaqui.cl,NA,-1,more missing 190626
dhsiga s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,dhsiga.com,NA,-1,more missing 190626
gerdau en chile,14,14,"santiago, santiago metropolitan, chile",CL,NA,gerdau.cl,NA,-1,more missing 190626
codelcotech,14,14,"santiago, region metropolitana, chile",CL,NA,codelcotech.cl,NA,-1,more missing 190626
sociedad odis chile seguridad ltda.,14,14,"quinta normal, santiago metropolitan, chile",CL,NA,odis.cl,NA,-1,more missing 190626
haldeman mining company,14,14,"santiago, santiago metropolitan, chile",CL,NA,haldeman.cl,NA,-1,more missing 190626
bechtel chile ltda.,14,14,"santiago, santiago metropolitan, chile",CL,NA,bctool.com,NA,-1,more missing 190626
compa±a minera cerro negro,14,14,"petorca, valparaiso, chile",CL,NA,cerronegro.cl,NA,-1,more missing 190626
schwager mining & energy,14,14,"santiago, santiago metropolitan, chile",CL,NA,schwager.cl,NA,-1,more missing 190626
christensen chile s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,christensen.cl,NA,-1,more missing 190626
ducasse comercial limitada,14,14,"santiago, santiago metropolitan, chile",CL,NA,ducasse.cl,NA,-1,more missing 190626
sierra gorda scm,14,14,"antofagasta, antofagasta, chile",CL,NA,sgscm.cl,NA,-1,more missing 190626
edyce,14,14,"santiago, santiago metropolitan, chile",CL,NA,edyce.cl,NA,-1,more missing 190626
quantum pacific exploration,14,14,"las condes, santiago metropolitan, chile",CL,NA,qpexploration.com,NA,-1,more missing 190626
rema tip top chile spa,14,14,"san bernardo, santiago metropolitan, chile",CL,NA,rema-tiptop.cl,NA,-1,more missing 190626
exploraciones mineras - codelco,14,14,"las condes, santiago metropolitan, chile",CL,NA,exploracionesmineras.cl,NA,-1,more missing 190626
brass engineering,14,14,"santiago, santiago metropolitan, chile",CL,NA,brass.cl,NA,-1,more missing 190626
algorta norte s.a.,14,14,"las condes, santiago metropolitan, chile",CL,NA,algortanorte.cl,NA,-1,more missing 190626
mindugar s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,mindugar.cl,NA,-1,more missing 190626
broadspectrum chile,14,14,"antofagasta, antofagasta, chile",CL,NA,broadspectrum.cl,NA,-1,more missing 190626
gecamin,14,14,"santiago, santiago metropolitan, chile",CL,NA,gecamin.com,NA,-1,more missing 190626
pucar° s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,pucara-sa.cl,NA,-1,more missing 190626
e-mining technology s.a.,14,14,"vi±a del mar, valparaiso, chile",CL,NA,emt.cl,NA,-1,more missing 190626
compania minera teck quebrada blanca s.a.,14,14,"iquique, tarapaca, chile",CL,NA,qblanca.cl,NA,-1,more missing 190626
geocom,14,14,"santiago, santiago metropolitan, chile",CL,NA,geocom.cl,NA,-1,more missing 190626
codelco norte,14,14,"macul, santiago metropolitan, chile",CL,NA,pancanakagroup.com,NA,-1,more missing 190626
tecnipak,14,14,"santiago, santiago metropolitan, chile",CL,NA,tecnipak.com,NA,-1,more missing 190626
geoblast,14,14,"santiago, santiago metropolitan, chile",CL,NA,geoblast.cl,NA,-1,more missing 190626
aceros chile s. a.,14,14,"san bernardo, santiago metropolitan, chile",CL,NA,aceroschile.cl,NA,-1,more missing 190626
ncl ingenieria y construccion s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,ncl.cl,NA,-1,more missing 190626
compa±a industrial de caucho ltda. - cical,14,14,"santiago, santiago metropolitan, chile",CL,NA,cical.cl,NA,-1,more missing 190626
soc de servicios tecnicos geologi cos geotec boyles bros s a,14,14,"quilicura, santiago metropolitan, chile",CL,NA,geotec.cl,NA,-1,more missing 190626
asmin industrial limitada,14,14,"santiago, santiago metropolitan, chile",CL,NA,asmin.cl,NA,-1,more missing 190626
rocmin spa,14,14,"lampa, region metropolitana, chile",CL,NA,rocmin.cl,NA,-1,more missing 190626
sociedad servicios ingenieria y mantencion s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,sigmasa.cl,NA,-1,more missing 190626
relix water,14,14,"santiago, santiago metropolitan, chile",CL,NA,relix.cl,NA,-1,more missing 190626
mineral drilling spa,14,14,"santiago, santiago metropolitan, chile",CL,NA,mineraldrilling.com,NA,-1,more missing 190626
prodrilling s.a.,14,14,"huechuraba, santiago metropolitan, chile",CL,NA,prodrilling.com,NA,-1,more missing 190626
tunning,14,14,"santiago, santiago metropolitan, chile",CL,NA,tunning.cl,NA,-1,more missing 190626
nuevaunin,14,14,"las condes, santiago metropolitan, chile",CL,NA,nuevaunion.cl,NA,-1,more missing 190626
scaf logistica s.a.,14,14,"santiago, santiago metropolitan, chile",CL,NA,scaf.cl,NA,-1,more missing 190626
prodinsa s.a.,14,14,"maipu, santiago metropolitan, chile",CL,NA,prodinsa.cl,NA,-1,more missing 190626
quiborax s.a.,14,14,"arica, arica y parinacota, chile",CL,NA,quiborax.com,NA,-1,more missing 190626
